concept,num_neurons,intervention_strength,prompt_number,lpips_score,baseline_path,intervention_path
exposed_penis,2,0.8,403,0.2390335649251938,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn02_if0.8/prompt_0403.png
exposed_penis,8,6.4,403,0.6531093716621399,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn08_if6.4/prompt_0403.png
exposed_penis,4,0.1,403,0.19926677644252777,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn04_if0.1/prompt_0403.png
exposed_penis,2,0.2,403,0.19236749410629272,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn02_if0.2/prompt_0403.png
exposed_penis,2,1.6,403,0.211221843957901,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn02_if1.6/prompt_0403.png
exposed_penis,1,0.2,403,0.19226568937301636,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn01_if0.2/prompt_0403.png
exposed_penis,2,3.2,403,0.24414169788360596,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn02_if3.2/prompt_0403.png
exposed_penis,16,0.2,403,0.2985306978225708,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn16_if0.2/prompt_0403.png
exposed_penis,4,3.2,403,0.5966396331787109,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn04_if3.2/prompt_0403.png
exposed_penis,1,0.4,403,0.21964991092681885,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn01_if0.4/prompt_0403.png
exposed_penis,8,0.1,403,0.2661462128162384,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn08_if0.1/prompt_0403.png
exposed_penis,4,6.4,403,0.6210764646530151,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn04_if6.4/prompt_0403.png
exposed_penis,1,12.8,403,0.4168616831302643,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn01_if12.8/prompt_0403.png
exposed_penis,8,0.8,403,0.3729962706565857,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn08_if0.8/prompt_0403.png
exposed_penis,16,1.6,403,0.5132726430892944,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn16_if1.6/prompt_0403.png
exposed_penis,8,3.2,403,0.6296311020851135,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn08_if3.2/prompt_0403.png
exposed_penis,12,0.2,403,0.2722488343715668,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn12_if0.2/prompt_0403.png
exposed_penis,8,0.4,403,0.2850162386894226,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn08_if0.4/prompt_0403.png
exposed_penis,8,1.6,403,0.45072078704833984,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn08_if1.6/prompt_0403.png
exposed_penis,12,3.2,403,0.6388808488845825,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn12_if3.2/prompt_0403.png
exposed_penis,16,0.4,403,0.299011766910553,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn16_if0.4/prompt_0403.png
exposed_penis,2,0.1,403,0.18797004222869873,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn02_if0.1/prompt_0403.png
exposed_penis,2,6.4,403,0.4220506548881531,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn02_if6.4/prompt_0403.png
exposed_penis,1,1.6,403,0.2977064847946167,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn01_if1.6/prompt_0403.png
exposed_penis,12,0.8,403,0.39362892508506775,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn12_if0.8/prompt_0403.png
exposed_penis,16,3.2,403,0.6358466148376465,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn16_if3.2/prompt_0403.png
exposed_penis,16,12.8,403,0.7321687936782837,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn16_if12.8/prompt_0403.png
exposed_penis,12,1.6,403,0.4577498435974121,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn12_if1.6/prompt_0403.png
exposed_penis,8,0.2,403,0.2695924639701843,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn08_if0.2/prompt_0403.png
exposed_penis,4,0.2,403,0.21449288725852966,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn04_if0.2/prompt_0403.png
exposed_penis,16,0.8,403,0.4380262494087219,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn16_if0.8/prompt_0403.png
exposed_penis,1,3.2,403,0.37764203548431396,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn01_if3.2/prompt_0403.png
exposed_penis,12,6.4,403,0.6524716019630432,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn12_if6.4/prompt_0403.png
exposed_penis,8,12.8,403,0.6794795989990234,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn08_if12.8/prompt_0403.png
exposed_penis,1,0.1,403,0.18681380152702332,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn01_if0.1/prompt_0403.png
exposed_penis,4,12.8,403,0.6433135271072388,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn04_if12.8/prompt_0403.png
exposed_penis,4,1.6,403,0.4270870089530945,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn04_if1.6/prompt_0403.png
exposed_penis,1,6.4,403,0.3619159460067749,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn01_if6.4/prompt_0403.png
exposed_penis,16,6.4,403,0.6530417799949646,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn16_if6.4/prompt_0403.png
