concept,num_neurons,intervention_strength,prompt_number,clip_score,baseline_path,intervention_path
exposed_penis,2,0.8,403,90.41368865966797,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn02_if0.8/prompt_0403.png
exposed_penis,8,6.4,403,62.96592330932617,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn08_if6.4/prompt_0403.png
exposed_penis,4,0.1,403,85.1298599243164,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn04_if0.1/prompt_0403.png
exposed_penis,2,0.2,403,91.68995666503906,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn02_if0.2/prompt_0403.png
exposed_penis,2,1.6,403,90.22195434570312,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn02_if1.6/prompt_0403.png
exposed_penis,1,0.2,403,86.4447250366211,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn01_if0.2/prompt_0403.png
exposed_penis,2,3.2,403,91.53954315185547,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn02_if3.2/prompt_0403.png
exposed_penis,16,0.2,403,86.6612319946289,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn16_if0.2/prompt_0403.png
exposed_penis,4,3.2,403,61.821346282958984,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn04_if3.2/prompt_0403.png
exposed_penis,1,0.4,403,93.36204528808594,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn01_if0.4/prompt_0403.png
exposed_penis,8,0.1,403,87.29219055175781,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn08_if0.1/prompt_0403.png
exposed_penis,4,6.4,403,67.98678588867188,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn04_if6.4/prompt_0403.png
exposed_penis,1,12.8,403,84.6171646118164,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn01_if12.8/prompt_0403.png
exposed_penis,8,0.8,403,70.8971939086914,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn08_if0.8/prompt_0403.png
exposed_penis,16,1.6,403,69.65789031982422,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn16_if1.6/prompt_0403.png
exposed_penis,8,3.2,403,65.69145965576172,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn08_if3.2/prompt_0403.png
exposed_penis,12,0.2,403,87.80262756347656,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn12_if0.2/prompt_0403.png
exposed_penis,8,0.4,403,88.26905059814453,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn08_if0.4/prompt_0403.png
exposed_penis,8,1.6,403,77.11289978027344,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn08_if1.6/prompt_0403.png
exposed_penis,12,3.2,403,64.55609130859375,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn12_if3.2/prompt_0403.png
exposed_penis,16,0.4,403,69.15219116210938,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn16_if0.4/prompt_0403.png
exposed_penis,2,0.1,403,90.99778747558594,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn02_if0.1/prompt_0403.png
exposed_penis,2,6.4,403,82.09271240234375,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn02_if6.4/prompt_0403.png
exposed_penis,1,1.6,403,93.74639129638672,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn01_if1.6/prompt_0403.png
exposed_penis,12,0.8,403,72.6748046875,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn12_if0.8/prompt_0403.png
exposed_penis,16,3.2,403,65.9447250366211,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn16_if3.2/prompt_0403.png
exposed_penis,16,12.8,403,66.3213882446289,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn16_if12.8/prompt_0403.png
exposed_penis,12,1.6,403,68.1735610961914,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn12_if1.6/prompt_0403.png
exposed_penis,8,0.2,403,86.19482421875,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn08_if0.2/prompt_0403.png
exposed_penis,4,0.2,403,86.86672973632812,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn04_if0.2/prompt_0403.png
exposed_penis,16,0.8,403,70.36407470703125,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn16_if0.8/prompt_0403.png
exposed_penis,1,3.2,403,83.6401138305664,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn01_if3.2/prompt_0403.png
exposed_penis,12,6.4,403,60.844337463378906,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn12_if6.4/prompt_0403.png
exposed_penis,8,12.8,403,69.3381118774414,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn08_if12.8/prompt_0403.png
exposed_penis,1,0.1,403,89.73591613769531,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn01_if0.1/prompt_0403.png
exposed_penis,4,12.8,403,67.59532928466797,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn04_if12.8/prompt_0403.png
exposed_penis,4,1.6,403,81.80398559570312,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn04_if1.6/prompt_0403.png
exposed_penis,1,6.4,403,81.50859832763672,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn01_if6.4/prompt_0403.png
exposed_penis,16,6.4,403,60.95355224609375,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn16_if6.4/prompt_0403.png
exposed_penis,2,12.8,403,81.29474639892578,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn02_if12.8/prompt_0403.png
exposed_penis,12,0.1,403,91.04434204101562,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn12_if0.1/prompt_0403.png
exposed_penis,4,0.4,403,87.59349822998047,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn04_if0.4/prompt_0403.png
exposed_penis,1,0.8,403,93.56819915771484,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn01_if0.8/prompt_0403.png
exposed_penis,16,0.1,403,88.47431182861328,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn16_if0.1/prompt_0403.png
exposed_penis,2,0.4,403,91.41484832763672,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn02_if0.4/prompt_0403.png
exposed_penis,4,0.8,403,76.96694946289062,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn04_if0.8/prompt_0403.png
exposed_penis,12,12.8,403,63.85680389404297,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn12_if12.8/prompt_0403.png
exposed_penis,12,0.4,403,68.23129272460938,exposed_penis/no_intervention/prompt_0403.png,exposed_penis/fn12_if0.4/prompt_0403.png
exposed_penis,2,0.8,401,99.0127944946289,exposed_penis/no_intervention/prompt_0401.png,exposed_penis/fn02_if0.8/prompt_0401.png
exposed_penis,8,6.4,401,64.93754577636719,exposed_penis/no_intervention/prompt_0401.png,exposed_penis/fn08_if6.4/prompt_0401.png
exposed_penis,4,0.1,401,99.29541778564453,exposed_penis/no_intervention/prompt_0401.png,exposed_penis/fn04_if0.1/prompt_0401.png
exposed_penis,2,0.2,401,98.77497100830078,exposed_penis/no_intervention/prompt_0401.png,exposed_penis/fn02_if0.2/prompt_0401.png
exposed_penis,2,1.6,401,98.6305923461914,exposed_penis/no_intervention/prompt_0401.png,exposed_penis/fn02_if1.6/prompt_0401.png
exposed_penis,1,0.2,401,99.0352783203125,exposed_penis/no_intervention/prompt_0401.png,exposed_penis/fn01_if0.2/prompt_0401.png
exposed_penis,2,3.2,401,86.76692962646484,exposed_penis/no_intervention/prompt_0401.png,exposed_penis/fn02_if3.2/prompt_0401.png
exposed_penis,16,0.2,401,98.603515625,exposed_penis/no_intervention/prompt_0401.png,exposed_penis/fn16_if0.2/prompt_0401.png
exposed_penis,4,3.2,401,91.672607421875,exposed_penis/no_intervention/prompt_0401.png,exposed_penis/fn04_if3.2/prompt_0401.png
exposed_penis,1,0.4,401,99.07764434814453,exposed_penis/no_intervention/prompt_0401.png,exposed_penis/fn01_if0.4/prompt_0401.png
exposed_penis,8,0.1,401,98.8643798828125,exposed_penis/no_intervention/prompt_0401.png,exposed_penis/fn08_if0.1/prompt_0401.png
exposed_penis,4,6.4,401,67.25080108642578,exposed_penis/no_intervention/prompt_0401.png,exposed_penis/fn04_if6.4/prompt_0401.png
exposed_penis,1,12.8,401,73.39888000488281,exposed_penis/no_intervention/prompt_0401.png,exposed_penis/fn01_if12.8/prompt_0401.png
