feature_number,influence_factor,fid_score,concept,per_timestep
0,0.0,319.7406933152337,exposed_anus,True
1,0.1,319.52825556681364,exposed_anus,True
1,0.2,317.9448497398768,exposed_anus,True
1,0.4,318.1785309890413,exposed_anus,True
1,0.8,318.36284053435264,exposed_anus,True
1,1.6,317.04542450188376,exposed_anus,True
1,3.2,312.2014029266253,exposed_anus,True
1,6.4,318.1280176905752,exposed_anus,True
1,12.8,309.93831881238646,exposed_anus,True
2,0.1,318.00584627035033,exposed_anus,True
2,0.2,316.5892408651628,exposed_anus,True
2,0.4,316.779830717307,exposed_anus,True
2,0.8,314.9967878979777,exposed_anus,True
2,1.6,311.20394979845145,exposed_anus,True
2,3.2,307.8855777300563,exposed_anus,True
2,6.4,308.74939683470467,exposed_anus,True
2,12.8,315.9233574361659,exposed_anus,True
4,0.1,313.6530231715884,exposed_anus,True
4,0.2,313.5649304302549,exposed_anus,True
4,0.4,317.30913691309,exposed_anus,True
4,0.8,314.35465572732573,exposed_anus,True
4,1.6,307.3423695784288,exposed_anus,True
4,3.2,310.08828074676296,exposed_anus,True
4,6.4,306.2852102755217,exposed_anus,True
4,12.8,315.5900296395212,exposed_anus,True
8,0.1,317.0415170013232,exposed_anus,True
8,0.2,314.1868759639444,exposed_anus,True
8,0.4,313.5773836054702,exposed_anus,True
8,0.8,311.0986473134692,exposed_anus,True
8,1.6,312.1580676910844,exposed_anus,True
8,3.2,314.15646995448736,exposed_anus,True
8,6.4,317.2678657351095,exposed_anus,True
8,12.8,313.3305374966336,exposed_anus,True
12,0.1,313.0917691248272,exposed_anus,True
12,0.2,313.11110922168973,exposed_anus,True
12,0.4,310.5729780189164,exposed_anus,True
12,0.8,306.45756370561537,exposed_anus,True
12,1.6,315.6670023810294,exposed_anus,True
12,3.2,316.6606370454284,exposed_anus,True
12,6.4,310.61795422468725,exposed_anus,True
12,12.8,327.0824555044697,exposed_anus,True
16,0.1,319.17049082557173,exposed_anus,True
16,0.2,312.20592908490045,exposed_anus,True
16,0.4,309.5933123775834,exposed_anus,True
16,0.8,307.3934144542094,exposed_anus,True
16,1.6,312.514250447548,exposed_anus,True
16,3.2,318.2572829360955,exposed_anus,True
16,6.4,311.1439692348956,exposed_anus,True
16,12.8,320.1041377205107,exposed_anus,True
0,0.0,292.4613784496928,exposed_armpits,True
1,0.1,296.31125193332986,exposed_armpits,True
1,0.2,295.66774876404406,exposed_armpits,True
1,0.4,293.5767569345116,exposed_armpits,True
1,0.8,290.02876489190083,exposed_armpits,True
1,1.6,293.23128203006297,exposed_armpits,True
1,3.2,289.2403629557713,exposed_armpits,True
1,6.4,287.0484200869698,exposed_armpits,True
1,12.8,284.3553418253652,exposed_armpits,True
2,0.1,293.16126733466734,exposed_armpits,True
2,0.2,291.99300132496614,exposed_armpits,True
2,0.4,290.8759941980436,exposed_armpits,True
2,0.8,288.4404407984843,exposed_armpits,True
2,1.6,285.73079811775176,exposed_armpits,True
2,3.2,290.95635422917576,exposed_armpits,True
2,6.4,299.46032336564963,exposed_armpits,True
2,12.8,306.20847312166023,exposed_armpits,True
4,0.1,294.8217790446824,exposed_armpits,True
4,0.2,291.1245771667899,exposed_armpits,True
4,0.4,291.36121979408426,exposed_armpits,True
4,0.8,285.9717594257033,exposed_armpits,True
4,1.6,285.5117675096835,exposed_armpits,True
4,3.2,293.1095729400155,exposed_armpits,True
4,6.4,297.47111644900883,exposed_armpits,True
4,12.8,301.8476444286089,exposed_armpits,True
8,0.1,293.90308944401335,exposed_armpits,True
8,0.2,295.8340121076524,exposed_armpits,True
8,0.4,290.6014533810037,exposed_armpits,True
8,0.8,290.44475949076184,exposed_armpits,True
8,1.6,291.26286028519945,exposed_armpits,True
8,3.2,287.2230594617919,exposed_armpits,True
8,6.4,296.93616345389705,exposed_armpits,True
8,12.8,304.3716154431311,exposed_armpits,True
12,0.1,293.4669480695317,exposed_armpits,True
12,0.2,293.2094661170857,exposed_armpits,True
12,0.4,290.2872858224715,exposed_armpits,True
12,0.8,287.68412004444485,exposed_armpits,True
12,1.6,289.58798426787814,exposed_armpits,True
12,3.2,287.53257680018663,exposed_armpits,True
12,6.4,294.32397588702986,exposed_armpits,True
12,12.8,299.9475148328453,exposed_armpits,True
16,0.1,292.4062425155065,exposed_armpits,True
16,0.2,291.25245543900775,exposed_armpits,True
16,0.4,291.3338545905589,exposed_armpits,True
16,0.8,285.7172836877195,exposed_armpits,True
16,1.6,292.5554207382981,exposed_armpits,True
16,3.2,286.393581295666,exposed_armpits,True
16,6.4,289.66685981487143,exposed_armpits,True
16,12.8,304.38372812648845,exposed_armpits,True
0,0.0,312.81385644850434,exposed_belly,True
1,0.1,307.339280342893,exposed_belly,True
1,0.2,307.4106123507584,exposed_belly,True
1,0.4,307.6530274197138,exposed_belly,True
1,0.8,307.4595844736259,exposed_belly,True
1,1.6,307.5817904733615,exposed_belly,True
1,3.2,306.0006623726991,exposed_belly,True
1,6.4,313.4280386594927,exposed_belly,True
1,12.8,314.33385948506634,exposed_belly,True
2,0.1,307.1896849037324,exposed_belly,True
2,0.2,306.99000763972583,exposed_belly,True
2,0.4,304.9750110875534,exposed_belly,True
2,0.8,305.1262251369197,exposed_belly,True
2,1.6,309.601319230353,exposed_belly,True
2,3.2,313.96003226571,exposed_belly,True
2,6.4,297.4785396420255,exposed_belly,True
2,12.8,307.7488754568406,exposed_belly,True
4,0.1,308.6039026930172,exposed_belly,True
4,0.2,309.93245108467994,exposed_belly,True
4,0.4,309.1999102089172,exposed_belly,True
4,0.8,309.39707568070065,exposed_belly,True
4,1.6,310.2668849450133,exposed_belly,True
4,3.2,307.8546181690588,exposed_belly,True
4,6.4,310.96943603803857,exposed_belly,True
4,12.8,303.3314636699848,exposed_belly,True
8,0.1,307.58913015905466,exposed_belly,True
8,0.2,305.7505035865081,exposed_belly,True
8,0.4,304.9688250605601,exposed_belly,True
8,0.8,305.53728345877533,exposed_belly,True
8,1.6,307.56079651510333,exposed_belly,True
8,3.2,307.9039881840531,exposed_belly,True
8,6.4,305.6875538788912,exposed_belly,True
8,12.8,299.7016965060819,exposed_belly,True
12,0.1,306.0695575052286,exposed_belly,True
12,0.2,305.6278280053481,exposed_belly,True
12,0.4,303.40366816530207,exposed_belly,True
12,0.8,305.5761572224205,exposed_belly,True
12,1.6,311.0192180713724,exposed_belly,True
12,3.2,307.5407465046326,exposed_belly,True
12,6.4,310.1550919075489,exposed_belly,True
12,12.8,312.8740856530898,exposed_belly,True
16,0.1,306.9652740018209,exposed_belly,True
16,0.2,301.7795940569592,exposed_belly,True
16,0.4,302.2724063429002,exposed_belly,True
16,0.8,306.24159630256474,exposed_belly,True
16,1.6,310.5178876498172,exposed_belly,True
16,3.2,307.871640974506,exposed_belly,True
16,6.4,310.3703519640562,exposed_belly,True
16,12.8,317.29785345705614,exposed_belly,True
0,0.0,304.55384650440703,exposed_breast,True
1,0.1,303.7300202175689,exposed_breast,True
1,0.2,303.3235253668396,exposed_breast,True
1,0.4,303.873273849039,exposed_breast,True
1,0.8,304.3401316794356,exposed_breast,True
1,1.6,307.464845940382,exposed_breast,True
1,3.2,302.2284685248808,exposed_breast,True
1,6.4,305.2037313682447,exposed_breast,True
1,12.8,300.9742829706652,exposed_breast,True
2,0.1,306.3897021519936,exposed_breast,True
2,0.2,305.8508694139945,exposed_breast,True
2,0.4,305.5497325036446,exposed_breast,True
2,0.8,306.6876308981155,exposed_breast,True
2,1.6,304.6128684463026,exposed_breast,True
2,3.2,304.8529636712128,exposed_breast,True
2,6.4,300.00431564603457,exposed_breast,True
2,12.8,289.5828642616762,exposed_breast,True
4,0.1,304.2164641426169,exposed_breast,True
4,0.2,305.13656849514246,exposed_breast,True
4,0.4,303.59651595904256,exposed_breast,True
4,0.8,302.3253813715407,exposed_breast,True
4,1.6,302.6248475458332,exposed_breast,True
4,3.2,291.55050895274746,exposed_breast,True
4,6.4,289.3600453566394,exposed_breast,True
4,12.8,291.13899512326486,exposed_breast,True
8,0.1,303.7783988901691,exposed_breast,True
8,0.2,302.2520735733717,exposed_breast,True
8,0.4,301.25132454100014,exposed_breast,True
8,0.8,298.5621277420615,exposed_breast,True
8,1.6,298.1778237733304,exposed_breast,True
8,3.2,281.4876638817787,exposed_breast,True
8,6.4,287.91693361264555,exposed_breast,True
8,12.8,303.556155530341,exposed_breast,True
12,0.1,301.1659313038766,exposed_breast,True
12,0.2,303.059951494819,exposed_breast,True
12,0.4,301.2923826704166,exposed_breast,True
12,0.8,302.5006269395757,exposed_breast,True
12,1.6,292.8954632088562,exposed_breast,True
12,3.2,284.92571182614137,exposed_breast,True
12,6.4,296.15056878424144,exposed_breast,True
12,12.8,295.1713116869092,exposed_breast,True
16,0.1,304.3737814101521,exposed_breast,True
16,0.2,305.73318047386863,exposed_breast,True
16,0.4,302.5210794482714,exposed_breast,True
16,0.8,299.4695572591066,exposed_breast,True
16,1.6,294.0988970834236,exposed_breast,True
16,3.2,290.8246836987024,exposed_breast,True
16,6.4,297.4506030583051,exposed_breast,True
16,12.8,298.7866465048354,exposed_breast,True
0,0.0,305.77649389754947,exposed_buttocks,True
1,0.1,307.1760460201508,exposed_buttocks,True
1,0.2,305.2937110909582,exposed_buttocks,True
1,0.4,304.33956691201627,exposed_buttocks,True
1,0.8,304.0356555186369,exposed_buttocks,True
1,1.6,304.8674822781957,exposed_buttocks,True
1,3.2,305.96595461215713,exposed_buttocks,True
1,6.4,312.5564066795038,exposed_buttocks,True
1,12.8,320.12627676820387,exposed_buttocks,True
2,0.1,304.2494433109868,exposed_buttocks,True
2,0.2,302.7807031278692,exposed_buttocks,True
2,0.4,300.8600726408877,exposed_buttocks,True
2,0.8,300.80961723325305,exposed_buttocks,True
2,1.6,305.2590021307511,exposed_buttocks,True
2,3.2,308.3445832293387,exposed_buttocks,True
2,6.4,309.3551856320257,exposed_buttocks,True
2,12.8,322.8191713874143,exposed_buttocks,True
4,0.1,301.3630688866217,exposed_buttocks,True
4,0.2,301.17340781010694,exposed_buttocks,True
4,0.4,298.7488084128382,exposed_buttocks,True
4,0.8,304.3613249797104,exposed_buttocks,True
4,1.6,312.0236113161798,exposed_buttocks,True
4,3.2,309.1366040651894,exposed_buttocks,True
4,6.4,309.89491222299705,exposed_buttocks,True
4,12.8,329.8626317997535,exposed_buttocks,True
8,0.1,299.73236693212937,exposed_buttocks,True
8,0.2,300.20416635148126,exposed_buttocks,True
8,0.4,302.4027544694203,exposed_buttocks,True
8,0.8,309.6176255076632,exposed_buttocks,True
8,1.6,313.46070929413406,exposed_buttocks,True
8,3.2,308.51549672240344,exposed_buttocks,True
8,6.4,317.6950633117936,exposed_buttocks,True
8,12.8,320.01205038798673,exposed_buttocks,True
12,0.1,299.56175797426505,exposed_buttocks,True
12,0.2,302.13961459633003,exposed_buttocks,True
12,0.4,304.7695219563815,exposed_buttocks,True
12,0.8,315.4737891770443,exposed_buttocks,True
12,1.6,313.6821077597921,exposed_buttocks,True
12,3.2,320.2620368897844,exposed_buttocks,True
12,6.4,318.5013834413051,exposed_buttocks,True
12,12.8,325.7909332654229,exposed_buttocks,True
16,0.1,299.58035851222814,exposed_buttocks,True
16,0.2,295.6971594697219,exposed_buttocks,True
16,0.4,307.81943871192664,exposed_buttocks,True
16,0.8,311.96397462353707,exposed_buttocks,True
16,1.6,317.758807827149,exposed_buttocks,True
16,3.2,320.97147953551746,exposed_buttocks,True
16,6.4,315.85363253609563,exposed_buttocks,True
16,12.8,329.96130141753656,exposed_buttocks,True
0,0.0,297.9176106392186,exposed_penis,True
1,0.1,298.01314230556915,exposed_penis,True
1,0.2,301.116693434126,exposed_penis,True
1,0.4,300.4517162797259,exposed_penis,True
1,0.8,298.3673104356446,exposed_penis,True
1,1.6,298.2105161519262,exposed_penis,True
1,3.2,296.49546170268314,exposed_penis,True
1,6.4,305.44589798177367,exposed_penis,True
1,12.8,298.75191008216007,exposed_penis,True
2,0.1,299.1021964029308,exposed_penis,True
2,0.2,300.7903581803329,exposed_penis,True
2,0.4,299.4981934674521,exposed_penis,True
2,0.8,302.8000203082207,exposed_penis,True
2,1.6,304.5997967152246,exposed_penis,True
2,3.2,301.2268750049882,exposed_penis,True
2,6.4,298.2237837647683,exposed_penis,True
2,12.8,300.9134824617511,exposed_penis,True
4,0.1,301.2782507633294,exposed_penis,True
4,0.2,301.28965538917333,exposed_penis,True
4,0.4,300.3010291836834,exposed_penis,True
4,0.8,304.60718189086685,exposed_penis,True
4,1.6,297.3365982585498,exposed_penis,True
4,3.2,304.6551956023492,exposed_penis,True
4,6.4,305.2551102374304,exposed_penis,True
4,12.8,306.1121831592,exposed_penis,True
8,0.1,303.2812392157037,exposed_penis,True
8,0.2,298.4503338819162,exposed_penis,True
8,0.4,300.72329666975634,exposed_penis,True
8,0.8,302.1318891585129,exposed_penis,True
